order_item_created_at,order_created_at,status,sale_price,cost,brand,category,department,product_name,order_id,order_item_id,user_id,gender,country,state,city
2023-01-22 02:16:43.000000 UTC,2023-01-22 05:52:16.000000 UTC,Complete,9.9700002670288086,3.5892000901877879,Teramasu,Accessories,Women,Cashmere Feel Camel Black White and Red Plaid Scarf,85984,124666,68702,F,France,Île-de-France,Neuilly-sur-Seine
2023-01-22 16:00:12.000000 UTC,2023-01-22 18:24:23.000000 UTC,Shipped,68.0,26.45200015604496,L*Space,Swim,Women,L*Space Santorini Sunrise Loop Side Hipster Bottom,64720,93734,51713,F,France,Provence-Alpes-Côte d'Azur,Manosque
2023-01-25 21:39:12.000000 UTC,2023-01-24 22:50:01.000000 UTC,Shipped,7.9899997711181632,3.88313988531068,TrendsBlue,Plus,Women,Elegant Solid Color Infinity Loop Jersey Scarf - Different Colors Available,65847,95406,52634,F,France,Normandie,Guichainville
2023-01-26 06:45:03.000000 UTC,2023-01-26 10:18:03.000000 UTC,Returned,21.950000762939453,12.445650428334623,Hip,Intimates,Women,Hip-T Layering Accessory for Your Hips- Black (No Lace) 3 XL (24-26/ 51-55),40376,58322,32438,F,France,Auvergne-Rhône-Alpes,Châteauneuf-sur-Isère
2023-01-26 18:58:38.000000 UTC,2023-01-24 22:50:01.000000 UTC,Shipped,82.30999755859375,35.228678903564514,Design History,Sweaters,Women,Design History Women's Long Sleeve Ruffle Cozy Cardigan,65847,95405,52634,F,France,Normandie,Guichainville
2023-01-29 20:15:19.000000 UTC,2023-01-29 22:06:53.000000 UTC,Shipped,9.9499998092651367,5.3729998881071808,Solutions That Stick,Intimates,Women,Low Expectations: Low-back Bra Converters EXTRA LONG Beige,87327,126598,69774,F,France,Pays de la Loire,Commequiers
2023-01-31 14:44:26.000000 UTC,2023-01-31 16:11:10.000000 UTC,Shipped,64.949996948242188,32.929648406302931,Eddie Bauer,Pants & Capris,Women,Eddie Bauer Boyfriend Legend Wash Chino Pants,93400,135371,74688,F,France,Nouvelle-Aquitaine,Pau
2023-01-31 17:19:55.000000 UTC,2023-01-31 19:01:49.000000 UTC,Shipped,44.9900016784668,24.339590869963253,Levi's,Jeans,Women,Levi's Women's Demi Curve Straight Leg Jean,14774,21340,11971,F,France,Hauts-de-France,Boulogne-sur-Mer
2023-02-01 08:01:39.000000 UTC,2023-02-01 11:03:16.000000 UTC,Processing,46.0,22.401999901980162,Alfred Dunner,Pants & Capris,Women,Solid Proportioned Medium Pant in Black by Alfred Dunner Petites,67178,97313,53703,F,France,Occitanie,Aigaliers
2023-02-04 00:07:47.000000 UTC,2023-02-01 00:22:37.000000 UTC,Returned,5.9000000953674316,3.47510006531477,FineBrandShop,Leggings,Women,Khaki Beige Seamless Capri Leggings Three Quarter Length,39489,57039,31746,F,France,Occitanie,Albi
2023-02-04 19:24:08.000000 UTC,2023-02-04 22:25:21.000000 UTC,Cancelled,42.0,19.403999973088503,Dickies,Outerwear & Coats,Women,Dickies  Women's Eisenhower Jacket,103938,150703,83079,F,France,Pays de la Loire,Les Ponts-de-Cé
2023-02-04 21:45:47.000000 UTC,2023-02-01 00:22:37.000000 UTC,Returned,49.5,21.730500058270991,Fox,Fashion Hoodies & Sweatshirts,Women,Fox Womens Juniors Equilibrium Pullover Sweater,39489,57038,31746,F,France,Occitanie,Albi
2023-02-05 02:56:14.000000 UTC,2023-02-05 03:43:53.000000 UTC,Complete,14.0,7.5459999851882467,Fashion Forms,Intimates,Women,Fashion Forms Women's 2 Hook Soft Back Bra Extender,123223,178549,98517,F,France,Île-de-France,Morsang-sur-Orge
2023-02-05 17:01:09.000000 UTC,2023-02-05 17:47:38.000000 UTC,Processing,26.0,10.217999955639243,Betsey Johnson,Socks & Hosiery,Women,Betsey Johnson Women's 3 Pack Socks,115521,167382,92344,F,France,Provence-Alpes-Côte d'Azur,Tarascon
2023-02-06 01:56:55.000000 UTC,2023-02-06 05:44:31.000000 UTC,Returned,189.0,105.46199968457222,MiH Jeans,Jeans,Women,MiH Jeans Women's Marrakesh Jean,89474,129676,71444,F,France,Île-de-France,Chelles
2023-02-07 04:07:56.000000 UTC,2023-02-07 05:17:31.000000 UTC,Returned,112.0,49.840000241994858,Jantzen,Swim,Women,Jantzen Women's Pretty Pin Dot Tank,78270,113401,62529,F,France,Hauts-de-France,Lille
2023-02-09 14:27:23.000000 UTC,2023-02-09 18:14:59.000000 UTC,Complete,36.0,18.0,Olga,Intimates,Women,Olga Women's Disappearing Act Underwire T-Shirt Bra,79306,114914,63378,F,France,Auvergne-Rhône-Alpes,Issoire
2023-02-11 14:42:26.000000 UTC,2023-02-11 17:36:29.000000 UTC,Shipped,38.400001525878906,18.662400724983211,,Intimates,Women,Everyday Comfort Cami,48074,69405,38466,F,France,Île-de-France,Limeil-Brévannes
2023-02-12 17:06:45.000000 UTC,2023-02-12 17:20:35.000000 UTC,Returned,39.950000762939446,18.856400325579941,Aero Tech Designs,Plus,Women,Women's Cycling Knickers Padded Spandex Capri,30468,44102,24507,F,France,Provence-Alpes-Côte d'Azur,Antibes
2023-02-16 20:49:59.000000 UTC,2023-02-15 21:18:44.000000 UTC,Shipped,38.0,19.493999939411879,Corset Story,Intimates,Women,A3059 - Blue Diamante Corset,24840,35866,20048,F,France,Nouvelle-Aquitaine,Le Taillan-Médoc
2023-02-18 21:06:17.000000 UTC,2023-02-15 21:18:44.000000 UTC,Shipped,49.9900016784668,21.995600805567207,Eddie Bauer,Active,Women,Eddie Bauer - Ladies Fleece Vest,24840,35865,20048,F,France,Nouvelle-Aquitaine,Le Taillan-Médoc
2023-02-20 03:47:40.000000 UTC,2023-02-20 06:51:51.000000 UTC,Processing,67.0,27.135000079870224,Belabumbum,Maternity,Women,Belabumbum Lotus Lace Black Maternity/Nursing Nightgown,38183,55165,30680,F,France,Occitanie,Auterive
2023-02-21 06:03:39.000000 UTC,2023-02-21 08:04:33.000000 UTC,Complete,48.0,26.927999937906861,Levi's,Tops & Tees,Women,Levi's Women's Sawtooth Western Top,103236,149693,82550,F,France,Normandie,Caen
2023-02-21 11:58:29.000000 UTC,2023-02-21 13:50:52.000000 UTC,Shipped,10.9399995803833,5.3605997968330978,Love Tease,Jumpsuits & Rompers,Women,Love Tease Print Shortall,65846,95403,52634,F,France,Normandie,Guichainville
2023-02-23 12:12:50.000000 UTC,2023-02-21 13:50:52.000000 UTC,Shipped,39.330001831054688,21.238200953605769,Vigoss,Jeans,Women,Vigoss Juniors Skinny Jean,65846,95402,52634,F,France,Normandie,Guichainville
2023-02-24 12:21:40.000000 UTC,2023-02-21 13:50:52.000000 UTC,Shipped,25.0,12.399999995250257,What Goes Around Comes Around,Shorts,Women,WHAT GOES AROUND COMES AROUND Women's Fifi Short,65846,95404,52634,F,France,Normandie,Guichainville
2023-02-25 10:21:29.000000 UTC,2023-02-21 13:50:52.000000 UTC,Shipped,29.989999771118164,12.985669962564408,Paradox,Active,Women,Paradox Women's Zip Neck Performance Base layer Top,65846,95401,52634,F,France,Normandie,Guichainville
2023-02-26 04:52:02.000000 UTC,2023-02-26 08:01:14.000000 UTC,Shipped,9.9499998092651367,5.0247498933002364,Roma Costume,Intimates,Women,Metallic Tear Drop Bottom,44271,63912,35506,F,France,Hauts-de-France,Cambrai
2023-02-26 14:46:58.000000 UTC,2023-02-26 15:30:13.000000 UTC,Processing,44.9900016784668,21.055320884742144,MW,Swim,Women,Mw Long Ruffle Tankini Bikini Swimsuit Bra Straps Multiple Prints,98248,142457,78603,F,France,Provence-Alpes-Côte d'Azur,Nice
2023-02-27 03:14:07.000000 UTC,2023-02-27 04:09:26.000000 UTC,Processing,79.989997863769531,35.755529095166622,Juicy Couture,Fashion Hoodies & Sweatshirts,Women,Juicy Couture Hushed Mulberry Pink Velour Zip Solid Hoodie,118832,172157,94956,F,France,Bourgogne-Franche-Comté,Auxerre
2023-03-01 02:35:50.000000 UTC,2023-03-01 03:11:14.000000 UTC,Cancelled,29.989999771118164,18.383869912427961,Stella Elyse,Leggings,Women,Reptile Pattern Liquid Leggings Grey,95722,138733,76637,F,France,Auvergne-Rhône-Alpes,Gex
2023-03-03 16:49:14.000000 UTC,2023-02-28 18:55:39.000000 UTC,Returned,19.5,11.017499989829956,Kleinert's,Intimates,Women,Kleinert's JERSEY COTTON MID-LENGTH CAMISOLE WITH PROTECTIVE UNDER-ARM-SHIELDS STYLE #CAMI-BCV-ML,79243,114826,63323,F,France,Île-de-France,Villiers-le-Bel
2023-03-03 17:22:16.000000 UTC,2023-02-28 18:55:39.000000 UTC,Returned,8.9899997711181641,5.178239879684746,Nollia,Leggings,Women,'Sexy Legs' Ruffle Bottom Fashion Leggings,79243,114825,63323,F,France,Île-de-France,Villiers-le-Bel
2023-03-04 20:03:20.000000 UTC,2023-03-04 22:43:56.000000 UTC,Cancelled,89.989997863769531,35.276079245736895,Swim 365,Swim,Women,Swim 365 Plus Size Swimsuit swimdress in mixed print,104734,151812,83735,F,France,Nouvelle-Aquitaine,Saint-Jean-d'Illac
2023-03-04 22:14:47.000000 UTC,2023-03-04 22:43:56.000000 UTC,Cancelled,36.979999542236328,15.827439849813878,Motherhood Maternity,Maternity,Women,Motherhood Maternity: Spaghetti Strap Square Neck Empire Seam Nursing Pajama Set,104734,151813,83735,F,France,Nouvelle-Aquitaine,Saint-Jean-d'Illac
2023-03-06 00:56:53.000000 UTC,2023-03-06 04:31:36.000000 UTC,Cancelled,46.0,18.446000110358,Champion,Active,Women,Champion Women's Shape Scoop,46613,67355,37307,F,France,Grand Est,Rosières-aux-Salines
2023-03-06 18:38:00.000000 UTC,2023-03-06 19:42:01.000000 UTC,Cancelled,29.409999847412109,11.175800020900368,ECHO,Swim,Women,Echo Design Women's Solid Butterfly With Braided Ties,79457,115144,63528,F,France,Occitanie,Béziers
2023-03-06 20:17:15.000000 UTC,2023-03-06 21:11:57.000000 UTC,Shipped,14.989999771118164,5.3664199042114618,BeltsandStuds,Accessories,Women,BeltsandStuds Western Rhinestone Studded Black Leather Belt,94103,136376,75307,F,France,Auvergne-Rhône-Alpes,Savigny
2023-03-07 14:48:22.000000 UTC,2023-03-06 16:47:33.000000 UTC,Shipped,44.209999084472656,20.071339580397904,Carhartt,Shorts,Women,Carhartt Women's Curvy-Fit Denim Short,119346,172920,95357,F,France,Auvergne-Rhône-Alpes,Clermont-Ferrand
2023-03-07 15:17:56.000000 UTC,2023-03-06 16:47:33.000000 UTC,Shipped,170.0,67.660000324249268,Swim Systems,Swim,Women,Swim Systems E923-PRIM Primrose Kimono Cover Up,119346,172921,95357,F,France,Auvergne-Rhône-Alpes,Clermont-Ferrand
2023-03-07 21:15:39.000000 UTC,2023-03-07 21:24:01.000000 UTC,Complete,44.0,22.923999987542629,The West Coast,Shorts,Women,Coco Quilted Leather Short,74266,107578,59335,F,France,Île-de-France,Meudon
2023-03-08 18:46:05.000000 UTC,2023-03-07 21:24:01.000000 UTC,Complete,65.0,36.919999876990914,Ibex,Intimates,Women,Ibex Women's Woolies Camisole,74266,107580,59335,F,France,Île-de-France,Meudon
2023-03-09 09:59:17.000000 UTC,2023-03-07 13:16:19.000000 UTC,Processing,38.9900016784668,16.882670806953612,Hot from Hollywood,Swim,Women,Pink Bandeau Ruffle Skirt Low Cut Waist Hot Bikini Swimsuit,54703,79100,43733,F,France,Provence-Alpes-Côte d'Azur,Marseille
2023-03-09 11:42:13.000000 UTC,2023-03-09 13:30:41.000000 UTC,Shipped,15.949999809265137,9.3785999099515358,Capelli New York,Sleep & Lounge,Women,Capelli Cheeky Monkeys PJ Pants,103505,150092,82747,F,France,Hauts-de-France,Douai
2023-03-09 12:05:08.000000 UTC,2023-03-09 13:30:41.000000 UTC,Shipped,7.9800000190734863,4.5406200119230151,Under Moments,Intimates,Women,Classic 24 Half Slip with Snip It All Around Lace (2x Extra Large Beige),103505,150091,82747,F,France,Hauts-de-France,Douai
2023-03-09 18:33:30.000000 UTC,2023-03-07 21:24:01.000000 UTC,Complete,34.9900016784668,18.579690869465185,Popsi Lingerie,Intimates,Women,Popsi Lingerie Mesh Babydoll With Matching Boyshorts,74266,107581,59335,F,France,Île-de-France,Meudon
2023-03-09 20:14:53.000000 UTC,2023-03-07 21:24:01.000000 UTC,Complete,45.0,20.475000087171797,Columbia,Active,Women,Columbia Women's Glacial Fleece Iii 1/2 Zip Jacket,74266,107579,59335,F,France,Île-de-France,Meudon
2023-03-10 12:03:01.000000 UTC,2023-03-10 15:04:15.000000 UTC,Cancelled,25.0,15.249999985098841,A. Byer,Tops & Tees,Women,A. Byer Juniors Spagh Strap Ruffled Neck Top,92383,133874,73814,F,France,Occitanie,Saint-Orens-de-Gameville
2023-03-11 12:15:58.000000 UTC,2023-03-07 13:16:19.000000 UTC,Processing,3.4000000953674321,1.451800038036704,H2W,Accessories,Women,Blues Brothers Wayfarer Dark Black Sun Glasses (More Colors),54703,79101,43733,F,France,Provence-Alpes-Côte d'Azur,Marseille
2023-03-13 15:41:32.000000 UTC,2023-03-13 15:48:15.000000 UTC,Shipped,2.6700000762939453,1.4151000386454164,Coloriffics,Plus,Women,Retractable Colorful Rhinestone Lanyards with Breakaway Feature ID Badge Holder & Key Chain,48965,70669,39148,F,France,Hauts-de-France,Carvin
2023-03-14 19:09:42.000000 UTC,2023-03-14 20:02:54.000000 UTC,Complete,149.94999694824219,75.424848259398331,Eddie Bauer,Pants & Capris,Women,Eddie Bauer Curvy Blakely Wool Gabardine Trousers,101657,147425,81289,F,France,Provence-Alpes-Côte d'Azur,Saint-Cézaire-sur-Siagne
2023-03-15 17:14:35.000000 UTC,2023-03-14 20:02:54.000000 UTC,Complete,25.0,12.999999988824127,KUT from the Kloth,Shorts,Women,KUT from the Kloth Women's Gigi Roll Up Short,101657,147428,81289,F,France,Provence-Alpes-Côte d'Azur,Saint-Cézaire-sur-Siagne
2023-03-15 17:46:57.000000 UTC,2023-03-14 20:02:54.000000 UTC,Complete,84.0,35.784000154584646,Nanette Lepore,Swim,Women,Nanette Lepore Women's Hanalei Coquette Bandeau,101657,147426,81289,F,France,Provence-Alpes-Côte d'Azur,Saint-Cézaire-sur-Siagne
2023-03-15 21:19:15.000000 UTC,2023-03-16 00:03:43.000000 UTC,Shipped,21.979999542236328,12.264839748825729,Motherhood Maternity,Intimates,Women,Motherhood Maternity: Full Coverage Underwire Nursing Bra,112243,162691,89639,F,France,Auvergne-Rhône-Alpes,Lyon
2023-03-16 18:18:12.000000 UTC,2023-03-14 20:02:54.000000 UTC,Complete,49.0,23.912000086158518,Glamourmom,Maternity,Women,Glamourmom Maternity Bra Tank,101657,147427,81289,F,France,Provence-Alpes-Côte d'Azur,Saint-Cézaire-sur-Siagne
2023-03-18 17:24:29.000000 UTC,2023-03-18 20:21:16.000000 UTC,Processing,15.0,8.3249999955296516,FINESSE,Pants & Capris,Women,FINESSE Stretch City Pant W/ Crease [SP-916] Black,104223,151093,83329,F,France,Centre-Val de Loire,Tendu
2023-03-19 09:28:21.000000 UTC,2023-03-19 11:25:23.000000 UTC,Shipped,31.950000762939453,16.358400393957645,Laura,Intimates,Women,Laura High Quality Gives 2 Sizes UP Bra G-string SET #SL101079 Made in Colombia,10383,14910,8403,F,France,Bourgogne-Franche-Comté,Allériot
2023-03-19 11:56:59.000000 UTC,2023-03-19 14:01:18.000000 UTC,Processing,10.149999618530272,4.090449873945861,Allegra K,Blazers & Jackets,Women,Allegra K Ladies Open Front Stretchy Pure Color Simple Cropped Blazer Black XS,799,1152,656,F,France,Bretagne,Plouguin
2023-03-19 22:49:00.000000 UTC,2023-03-16 00:03:43.000000 UTC,Shipped,98.0,51.449999945238233,MAXSTUDIO,Jumpsuits & Rompers,Women,MAXSTUDIO STRIPED COTTON JERSEY ROMPER,112243,162690,89639,F,France,Auvergne-Rhône-Alpes,Lyon
2023-03-20 13:04:46.000000 UTC,2023-03-20 15:39:35.000000 UTC,Cancelled,61.75,30.813249989878383,Betsey Johnson,Intimates,Women,Betsey Johnson Women's Chiffon Babydoll With Peekaboo Lace,80132,116125,64068,F,France,Provence-Alpes-Côte d'Azur,Arles
2023-03-22 04:30:51.000000 UTC,2023-03-22 07:36:59.000000 UTC,Shipped,15.0,5.7450000196695328,Sox Shop,Active,Women,Women's Rayon from Bamboo Low-cut 3PK Sport Socks (5-9 Shoe),123419,178824,98669,F,France,Auvergne-Rhône-Alpes,Chambéry
2023-03-23 11:27:52.000000 UTC,2023-03-23 14:24:48.000000 UTC,Processing,25.0,11.249999981373549,Alki'i,Dresses,Women,Alki'i Missy Hibiscus Halter Summer Beach Sun Dress - Kauai Print,38666,55849,31089,F,France,Bretagne,Romillé
2023-03-24 09:56:38.000000 UTC,2023-03-24 12:06:14.000000 UTC,Returned,90.0,38.880000002682209,Carhartt,Outerwear & Coats,Women,Carhartt Women's Flannel Lined Chore Coat,120015,173866,95907,F,France,Grand Est,Erstein
2023-03-28 06:51:51.000000 UTC,2023-03-28 10:23:08.000000 UTC,Complete,10.0,5.0399999879300594,Maidenform,Intimates,Women,Maidenform Women's Cotton Boy Shorts #40780,33729,48768,27078,F,France,Île-de-France,Montgeron
2023-04-01 20:58:40.000000 UTC,2023-04-01 22:48:25.000000 UTC,Processing,59.5,30.464000006206334,Roxy,Fashion Hoodies & Sweatshirts,Women,Roxy Juniors Tequila Shirt,109605,158833,87577,F,France,Île-de-France,Pomponne
2023-04-04 08:58:13.000000 UTC,2023-04-04 11:43:47.000000 UTC,Cancelled,49.9900016784668,20.795840568628009,Elan,Sweaters,Women,Elan Women's Sweater Drape Long w/Pin,114702,166216,91685,F,France,Nouvelle-Aquitaine,Pessac
2023-04-04 18:13:10.000000 UTC,2023-04-04 19:14:23.000000 UTC,Processing,13.050000190734863,5.8594500752971044,Allegra K,Dresses,Women,Allegra K Woman Long Sleeve Kangaroo Pocket Leopard Pattern Drawstring Hoodie Dress Brown XS,97381,141197,77928,F,France,Île-de-France,Montreuil
2023-04-04 21:43:41.000000 UTC,2023-04-05 01:05:11.000000 UTC,Returned,18.0,9.52199998497963,American Apparel,Shorts,Women,American Apparel Unisex Striped Woven Short,64848,93923,51826,F,France,Provence-Alpes-Côte d'Azur,L'Isle-sur-la-Sorgue
2023-04-04 22:26:43.000000 UTC,2023-04-05 01:36:26.000000 UTC,Shipped,228.0,96.672000132501125,French Connection,Maternity,Women,A Pea in the Pod Collection: French Connection Sleeveless Sheath Maternity Dress,57379,82989,45912,F,France,Auvergne-Rhône-Alpes,Grenoble
2023-04-05 21:50:03.000000 UTC,2023-04-05 23:09:07.000000 UTC,Shipped,80.0,34.159999936819077,BLVCK SCVLE,Fashion Hoodies & Sweatshirts,Women,BLVCK SCVLE The Syndicate Fleece Zip Hoodie in Black (Exclusive),88427,128172,70620,F,France,Pays de la Loire,Montaigu-Vendée
2023-04-06 10:02:50.000000 UTC,2023-04-06 11:54:52.000000 UTC,Complete,70.0,36.400000099092722,O'Neill,Fashion Hoodies & Sweatshirts,Women,O'Neill Juniors Autumn Hoodie,82636,119772,66061,F,France,Occitanie,Caixas
2023-04-09 00:32:58.000000 UTC,2023-04-09 01:16:50.000000 UTC,Complete,25.0,14.074999967124311,Ecko Red,Tops & Tees,Women,Ecko Women's Scrubs Brandy Top,50169,72441,40098,F,France,Centre-Val de Loire,Chartres
2023-04-09 10:26:42.000000 UTC,2023-04-08 11:21:38.000000 UTC,Processing,22.950000762939453,12.484800409567356,Coquette,Intimates,Women,Peek A Boo Bikini Top With Thong,41037,59263,32957,F,France,Normandie,Preaux
2023-04-09 14:28:24.000000 UTC,2023-04-09 17:02:24.000000 UTC,Cancelled,25.0,13.175000017508864,Maison Scotch,Shorts,Women,Maison Scotch Women's Chino Shorts With Belt And Badges,33667,48684,27031,F,France,Occitanie,Marguerittes
2023-04-09 15:48:49.000000 UTC,2023-04-09 19:39:41.000000 UTC,Returned,65.0,31.070000068284568,Insound,Fashion Hoodies & Sweatshirts,Women,Insound Hoodie Buddie Plaid Pullover Long Sleeves Top Womens-Medium,1985,2824,1597,F,France,Auvergne-Rhône-Alpes,Chambéry
2023-04-11 03:22:59.000000 UTC,2023-04-11 03:29:05.000000 UTC,Shipped,9.0,4.3829999808222055,Braza,Intimates,Women,Braza Magic Boost (7001),100339,145537,80234,F,France,Île-de-France,Sonchamp
2023-04-12 02:52:14.000000 UTC,2023-04-12 03:18:14.000000 UTC,Returned,142.77999877929688,78.243439257652909,7 For All Mankind,Jeans,Women,7 For All Mankind Women's Gwenevere Classic Skinny Jean in Black Cast Rosalie Ann,112047,162386,89479,F,France,Occitanie,Longages
2023-04-12 08:00:01.000000 UTC,2023-04-08 11:21:38.000000 UTC,Processing,26.989999771118164,12.226469876911231,Argenti,Dresses,Women,Womens Elegant Short Sleeve V-Neck Wrap Dress,41037,59264,32957,F,France,Normandie,Preaux
2023-04-12 20:02:15.000000 UTC,2023-04-12 22:03:32.000000 UTC,Shipped,32.0,18.848000049591064,Dickies,Sleep & Lounge,Women,Dickies Women's 2 Piece Thermal Set,124356,180179,99420,F,France,Occitanie,Nîmes
2023-04-13 09:28:18.000000 UTC,2023-04-13 13:07:30.000000 UTC,Complete,62.0,29.884000048041344,Anita,Maternity,Women,Anita Women's Underwire 5035 Nursing Bra,91295,132355,72937,F,France,Hauts-de-France,Sin-le-Noble
2023-04-13 13:42:41.000000 UTC,2023-04-09 17:02:24.000000 UTC,Cancelled,50.0,26.299999933689836,Siwy,Jeans,Women,Siwy Denim Womens Rose,33667,48685,27031,F,France,Occitanie,Marguerittes
2023-04-16 21:37:24.000000 UTC,2023-04-16 22:58:42.000000 UTC,Processing,158.0,88.321999780600891,Ella Moss,Tops & Tees,Women,Ella Moss Women's Mystic Print Long Sleeve Blouse,12397,17853,10070,F,France,Normandie,Val d'Arry
2023-04-18 23:01:04.000000 UTC,2023-04-19 01:31:31.000000 UTC,Shipped,88.0,43.208000034093857,BCBGeneration,Dresses,Women,BCBGeneration Women's Body Con Dress,100779,146168,80578,F,France,Occitanie,Limoux
2023-04-20 12:05:26.000000 UTC,2023-04-20 11:58:45.000000 UTC,Shipped,40.0,22.639999911189079,American Apparel,Pants & Capris,Women,American Apparel Cotton Spandex Jersey Harem Pant,73988,107179,59113,F,France,Normandie,Quincampoix
2023-04-20 22:04:39.000000 UTC,2023-04-20 22:18:45.000000 UTC,Processing,9.8999996185302717,4.9499998092651367,FineBrandShop,Dresses,Women,Ladies Plus Size Taupe Open Back Tunic Sweater Dress,81339,117897,65016,F,France,Normandie,Le Havre
2023-04-21 01:26:50.000000 UTC,2023-04-19 01:31:31.000000 UTC,Shipped,20.0,9.6200000494718552,A Pea in the Pod,Maternity,Women,A Pea in the Pod: Sueded Opaque Tight,100779,146167,80578,F,France,Occitanie,Limoux
2023-04-22 23:48:24.000000 UTC,2023-04-23 00:48:01.000000 UTC,Complete,25.0,14.300000015646219,Southpole,Jeans,Women,Southpole Juniors Basic Color Skinny Stretch Twill Denim Pant,94760,137315,75852,F,France,Centre-Val de Loire,Chanceaux-sur-Choisille
2023-04-23 07:19:57.000000 UTC,2023-04-23 08:39:31.000000 UTC,Shipped,128.0,57.215999901294715,Calvin Klein,Dresses,Women,Calvin Klein Women's Career Ponte Dress,86814,125855,69370,F,France,Auvergne-Rhône-Alpes,Sainte-Foy-lès-Lyon
