item_date,order_date,order_id,order_item_id,user_id,status,sale_price,cost,brand,category,department,product_name,gender,country,state,city
2023-02-21,2023-02-21,65846,95403,52634,Shipped,10.9399995803833,5.3605997968330978,Love Tease,Jumpsuits & Rompers,Women,Love Tease Print Shortall,F,France,Normandie,Guichainville
2023-02-21,2023-02-21,103236,149693,82550,Complete,48.0,26.927999937906861,Levi's,Tops & Tees,Women,Levi's Women's Sawtooth Western Top,F,France,Normandie,Caen
2023-02-23,2023-02-21,65846,95402,52634,Shipped,39.330001831054688,21.238200953605769,Vigoss,Jeans,Women,Vigoss Juniors Skinny Jean,F,France,Normandie,Guichainville
2023-02-24,2023-02-21,65846,95404,52634,Shipped,25.0,12.399999995250257,What Goes Around Comes Around,Shorts,Women,WHAT GOES AROUND COMES AROUND Women's Fifi Short,F,France,Normandie,Guichainville
2023-02-25,2023-02-21,65846,95401,52634,Shipped,29.989999771118164,12.985669962564408,Paradox,Active,Women,Paradox Women's Zip Neck Performance Base layer Top,F,France,Normandie,Guichainville
2023-02-26,2023-02-26,44271,63912,35506,Shipped,9.9499998092651367,5.0247498933002364,Roma Costume,Intimates,Women,Metallic Tear Drop Bottom,F,France,Hauts-de-France,Cambrai
2023-02-26,2023-02-26,98248,142457,78603,Processing,44.9900016784668,21.055320884742144,MW,Swim,Women,Mw Long Ruffle Tankini Bikini Swimsuit Bra Straps Multiple Prints,F,France,Provence-Alpes-Côte d'Azur,Nice
2023-02-27,2023-02-27,118832,172157,94956,Processing,79.989997863769531,35.755529095166622,Juicy Couture,Fashion Hoodies & Sweatshirts,Women,Juicy Couture Hushed Mulberry Pink Velour Zip Solid Hoodie,F,France,Bourgogne-Franche-Comté,Auxerre
2023-03-01,2023-03-01,95722,138733,76637,Cancelled,29.989999771118164,18.383869912427961,Stella Elyse,Leggings,Women,Reptile Pattern Liquid Leggings Grey,F,France,Auvergne-Rhône-Alpes,Gex
2023-03-03,2023-02-28,79243,114825,63323,Returned,8.9899997711181641,5.178239879684746,Nollia,Leggings,Women,'Sexy Legs' Ruffle Bottom Fashion Leggings,F,France,Île-de-France,Villiers-le-Bel
2023-03-03,2023-02-28,79243,114826,63323,Returned,19.5,11.017499989829956,Kleinert's,Intimates,Women,Kleinert's JERSEY COTTON MID-LENGTH CAMISOLE WITH PROTECTIVE UNDER-ARM-SHIELDS STYLE #CAMI-BCV-ML,F,France,Île-de-France,Villiers-le-Bel
2023-03-04,2023-03-04,104734,151812,83735,Cancelled,89.989997863769531,35.276079245736895,Swim 365,Swim,Women,Swim 365 Plus Size Swimsuit swimdress in mixed print,F,France,Nouvelle-Aquitaine,Saint-Jean-d'Illac
2023-03-04,2023-03-04,104734,151813,83735,Cancelled,36.979999542236328,15.827439849813878,Motherhood Maternity,Maternity,Women,Motherhood Maternity: Spaghetti Strap Square Neck Empire Seam Nursing Pajama Set,F,France,Nouvelle-Aquitaine,Saint-Jean-d'Illac
2023-03-06,2023-03-06,46613,67355,37307,Cancelled,46.0,18.446000110358,Champion,Active,Women,Champion Women's Shape Scoop,F,France,Grand Est,Rosières-aux-Salines
2023-03-06,2023-03-06,79457,115144,63528,Cancelled,29.409999847412109,11.175800020900368,ECHO,Swim,Women,Echo Design Women's Solid Butterfly With Braided Ties,F,France,Occitanie,Béziers
2023-03-06,2023-03-06,94103,136376,75307,Shipped,14.989999771118164,5.3664199042114618,BeltsandStuds,Accessories,Women,BeltsandStuds Western Rhinestone Studded Black Leather Belt,F,France,Auvergne-Rhône-Alpes,Savigny
2023-03-07,2023-03-07,74266,107578,59335,Complete,44.0,22.923999987542629,The West Coast,Shorts,Women,Coco Quilted Leather Short,F,France,Île-de-France,Meudon
2023-03-07,2023-03-06,119346,172920,95357,Shipped,44.209999084472656,20.071339580397904,Carhartt,Shorts,Women,Carhartt Women's Curvy-Fit Denim Short,F,France,Auvergne-Rhône-Alpes,Clermont-Ferrand
2023-03-07,2023-03-06,119346,172921,95357,Shipped,170.0,67.660000324249268,Swim Systems,Swim,Women,Swim Systems E923-PRIM Primrose Kimono Cover Up,F,France,Auvergne-Rhône-Alpes,Clermont-Ferrand
2023-03-08,2023-03-07,74266,107580,59335,Complete,65.0,36.919999876990914,Ibex,Intimates,Women,Ibex Women's Woolies Camisole,F,France,Île-de-France,Meudon
2023-03-09,2023-03-07,54703,79100,43733,Processing,38.9900016784668,16.882670806953612,Hot from Hollywood,Swim,Women,Pink Bandeau Ruffle Skirt Low Cut Waist Hot Bikini Swimsuit,F,France,Provence-Alpes-Côte d'Azur,Marseille
2023-03-09,2023-03-07,74266,107579,59335,Complete,45.0,20.475000087171797,Columbia,Active,Women,Columbia Women's Glacial Fleece Iii 1/2 Zip Jacket,F,France,Île-de-France,Meudon
2023-03-09,2023-03-07,74266,107581,59335,Complete,34.9900016784668,18.579690869465185,Popsi Lingerie,Intimates,Women,Popsi Lingerie Mesh Babydoll With Matching Boyshorts,F,France,Île-de-France,Meudon
2023-03-09,2023-03-09,103505,150091,82747,Shipped,7.9800000190734863,4.5406200119230151,Under Moments,Intimates,Women,Classic 24 Half Slip with Snip It All Around Lace (2x Extra Large Beige),F,France,Hauts-de-France,Douai
2023-03-09,2023-03-09,103505,150092,82747,Shipped,15.949999809265137,9.3785999099515358,Capelli New York,Sleep & Lounge,Women,Capelli Cheeky Monkeys PJ Pants,F,France,Hauts-de-France,Douai
2023-03-10,2023-03-10,92383,133874,73814,Cancelled,25.0,15.249999985098841,A. Byer,Tops & Tees,Women,A. Byer Juniors Spagh Strap Ruffled Neck Top,F,France,Occitanie,Saint-Orens-de-Gameville
2023-03-11,2023-03-07,54703,79101,43733,Processing,3.4000000953674321,1.451800038036704,H2W,Accessories,Women,Blues Brothers Wayfarer Dark Black Sun Glasses (More Colors),F,France,Provence-Alpes-Côte d'Azur,Marseille
2023-03-13,2023-03-13,48965,70669,39148,Shipped,2.6700000762939453,1.4151000386454164,Coloriffics,Plus,Women,Retractable Colorful Rhinestone Lanyards with Breakaway Feature ID Badge Holder & Key Chain,F,France,Hauts-de-France,Carvin
2023-03-14,2023-03-14,101657,147425,81289,Complete,149.94999694824219,75.424848259398331,Eddie Bauer,Pants & Capris,Women,Eddie Bauer Curvy Blakely Wool Gabardine Trousers,F,France,Provence-Alpes-Côte d'Azur,Saint-Cézaire-sur-Siagne
2023-03-15,2023-03-14,101657,147426,81289,Complete,84.0,35.784000154584646,Nanette Lepore,Swim,Women,Nanette Lepore Women's Hanalei Coquette Bandeau,F,France,Provence-Alpes-Côte d'Azur,Saint-Cézaire-sur-Siagne
2023-03-15,2023-03-14,101657,147428,81289,Complete,25.0,12.999999988824127,KUT from the Kloth,Shorts,Women,KUT from the Kloth Women's Gigi Roll Up Short,F,France,Provence-Alpes-Côte d'Azur,Saint-Cézaire-sur-Siagne
2023-03-15,2023-03-16,112243,162691,89639,Shipped,21.979999542236328,12.264839748825729,Motherhood Maternity,Intimates,Women,Motherhood Maternity: Full Coverage Underwire Nursing Bra,F,France,Auvergne-Rhône-Alpes,Lyon
2023-03-16,2023-03-14,101657,147427,81289,Complete,49.0,23.912000086158518,Glamourmom,Maternity,Women,Glamourmom Maternity Bra Tank,F,France,Provence-Alpes-Côte d'Azur,Saint-Cézaire-sur-Siagne
2023-03-18,2023-03-18,104223,151093,83329,Processing,15.0,8.3249999955296516,FINESSE,Pants & Capris,Women,FINESSE Stretch City Pant W/ Crease [SP-916] Black,F,France,Centre-Val de Loire,Tendu
2023-03-19,2023-03-19,799,1152,656,Processing,10.149999618530272,4.090449873945861,Allegra K,Blazers & Jackets,Women,Allegra K Ladies Open Front Stretchy Pure Color Simple Cropped Blazer Black XS,F,France,Bretagne,Plouguin
2023-03-19,2023-03-19,10383,14910,8403,Shipped,31.950000762939453,16.358400393957645,Laura,Intimates,Women,Laura High Quality Gives 2 Sizes UP Bra G-string SET #SL101079 Made in Colombia,F,France,Bourgogne-Franche-Comté,Allériot
2023-03-19,2023-03-16,112243,162690,89639,Shipped,98.0,51.449999945238233,MAXSTUDIO,Jumpsuits & Rompers,Women,MAXSTUDIO STRIPED COTTON JERSEY ROMPER,F,France,Auvergne-Rhône-Alpes,Lyon
2023-03-20,2023-03-20,80132,116125,64068,Cancelled,61.75,30.813249989878383,Betsey Johnson,Intimates,Women,Betsey Johnson Women's Chiffon Babydoll With Peekaboo Lace,F,France,Provence-Alpes-Côte d'Azur,Arles
2023-03-22,2023-03-22,123419,178824,98669,Shipped,15.0,5.7450000196695328,Sox Shop,Active,Women,Women's Rayon from Bamboo Low-cut 3PK Sport Socks (5-9 Shoe),F,France,Auvergne-Rhône-Alpes,Chambéry
2023-03-23,2023-03-23,38666,55849,31089,Processing,25.0,11.249999981373549,Alki'i,Dresses,Women,Alki'i Missy Hibiscus Halter Summer Beach Sun Dress - Kauai Print,F,France,Bretagne,Romillé
2023-03-24,2023-03-24,120015,173866,95907,Returned,90.0,38.880000002682209,Carhartt,Outerwear & Coats,Women,Carhartt Women's Flannel Lined Chore Coat,F,France,Grand Est,Erstein
2023-03-28,2023-03-28,33729,48768,27078,Complete,10.0,5.0399999879300594,Maidenform,Intimates,Women,Maidenform Women's Cotton Boy Shorts #40780,F,France,Île-de-France,Montgeron
2023-04-01,2023-04-01,109605,158833,87577,Processing,59.5,30.464000006206334,Roxy,Fashion Hoodies & Sweatshirts,Women,Roxy Juniors Tequila Shirt,F,France,Île-de-France,Pomponne
2023-04-04,2023-04-05,57379,82989,45912,Shipped,228.0,96.672000132501125,French Connection,Maternity,Women,A Pea in the Pod Collection: French Connection Sleeveless Sheath Maternity Dress,F,France,Auvergne-Rhône-Alpes,Grenoble
2023-04-04,2023-04-05,64848,93923,51826,Returned,18.0,9.52199998497963,American Apparel,Shorts,Women,American Apparel Unisex Striped Woven Short,F,France,Provence-Alpes-Côte d'Azur,L'Isle-sur-la-Sorgue
2023-04-04,2023-04-04,97381,141197,77928,Processing,13.050000190734863,5.8594500752971044,Allegra K,Dresses,Women,Allegra K Woman Long Sleeve Kangaroo Pocket Leopard Pattern Drawstring Hoodie Dress Brown XS,F,France,Île-de-France,Montreuil
2023-04-04,2023-04-04,114702,166216,91685,Cancelled,49.9900016784668,20.795840568628009,Elan,Sweaters,Women,Elan Women's Sweater Drape Long w/Pin,F,France,Nouvelle-Aquitaine,Pessac
2023-04-05,2023-04-05,88427,128172,70620,Shipped,80.0,34.159999936819077,BLVCK SCVLE,Fashion Hoodies & Sweatshirts,Women,BLVCK SCVLE The Syndicate Fleece Zip Hoodie in Black (Exclusive),F,France,Pays de la Loire,Montaigu-Vendée
2023-04-06,2023-04-06,82636,119772,66061,Complete,70.0,36.400000099092722,O'Neill,Fashion Hoodies & Sweatshirts,Women,O'Neill Juniors Autumn Hoodie,F,France,Occitanie,Caixas
2023-04-09,2023-04-09,1985,2824,1597,Returned,65.0,31.070000068284568,Insound,Fashion Hoodies & Sweatshirts,Women,Insound Hoodie Buddie Plaid Pullover Long Sleeves Top Womens-Medium,F,France,Auvergne-Rhône-Alpes,Chambéry
2023-04-09,2023-04-09,33667,48684,27031,Cancelled,25.0,13.175000017508864,Maison Scotch,Shorts,Women,Maison Scotch Women's Chino Shorts With Belt And Badges,F,France,Occitanie,Marguerittes
2023-04-09,2023-04-08,41037,59263,32957,Processing,22.950000762939453,12.484800409567356,Coquette,Intimates,Women,Peek A Boo Bikini Top With Thong,F,France,Normandie,Preaux
2023-04-09,2023-04-09,50169,72441,40098,Complete,25.0,14.074999967124311,Ecko Red,Tops & Tees,Women,Ecko Women's Scrubs Brandy Top,F,France,Centre-Val de Loire,Chartres
2023-04-11,2023-04-11,100339,145537,80234,Shipped,9.0,4.3829999808222055,Braza,Intimates,Women,Braza Magic Boost (7001),F,France,Île-de-France,Sonchamp
2023-04-12,2023-04-08,41037,59264,32957,Processing,26.989999771118164,12.226469876911231,Argenti,Dresses,Women,Womens Elegant Short Sleeve V-Neck Wrap Dress,F,France,Normandie,Preaux
2023-04-12,2023-04-12,112047,162386,89479,Returned,142.77999877929688,78.243439257652909,7 For All Mankind,Jeans,Women,7 For All Mankind Women's Gwenevere Classic Skinny Jean in Black Cast Rosalie Ann,F,France,Occitanie,Longages
2023-04-12,2023-04-12,124356,180179,99420,Shipped,32.0,18.848000049591064,Dickies,Sleep & Lounge,Women,Dickies Women's 2 Piece Thermal Set,F,France,Occitanie,Nîmes
2023-04-13,2023-04-09,33667,48685,27031,Cancelled,50.0,26.299999933689836,Siwy,Jeans,Women,Siwy Denim Womens Rose,F,France,Occitanie,Marguerittes
2023-04-13,2023-04-13,91295,132355,72937,Complete,62.0,29.884000048041344,Anita,Maternity,Women,Anita Women's Underwire 5035 Nursing Bra,F,France,Hauts-de-France,Sin-le-Noble
2023-04-16,2023-04-16,12397,17853,10070,Processing,158.0,88.321999780600891,Ella Moss,Tops & Tees,Women,Ella Moss Women's Mystic Print Long Sleeve Blouse,F,France,Normandie,Val d'Arry
2023-04-18,2023-04-19,100779,146168,80578,Shipped,88.0,43.208000034093857,BCBGeneration,Dresses,Women,BCBGeneration Women's Body Con Dress,F,France,Occitanie,Limoux
2023-04-20,2023-04-20,73988,107179,59113,Shipped,40.0,22.639999911189079,American Apparel,Pants & Capris,Women,American Apparel Cotton Spandex Jersey Harem Pant,F,France,Normandie,Quincampoix
2023-04-20,2023-04-20,81339,117897,65016,Processing,9.8999996185302717,4.9499998092651367,FineBrandShop,Dresses,Women,Ladies Plus Size Taupe Open Back Tunic Sweater Dress,F,France,Normandie,Le Havre
2023-04-21,2023-04-19,100779,146167,80578,Shipped,20.0,9.6200000494718552,A Pea in the Pod,Maternity,Women,A Pea in the Pod: Sueded Opaque Tight,F,France,Occitanie,Limoux
2023-04-22,2023-04-23,94760,137315,75852,Complete,25.0,14.300000015646219,Southpole,Jeans,Women,Southpole Juniors Basic Color Skinny Stretch Twill Denim Pant,F,France,Centre-Val de Loire,Chanceaux-sur-Choisille
2023-04-23,2023-04-23,68057,98613,54408,Cancelled,40.0,22.239999994635586,A. Byer,Pants & Capris,Women,A. Byer Juniors Tropical Cambridge Pant,F,France,Île-de-France,Thiais
2023-04-23,2023-04-23,68057,98614,54408,Cancelled,31.979999542236328,17.301179728999436,Patty,Tops & Tees,Women,Patty Women Unique Cut Out Shoulder Bell Sleeve Boho Blouse Top,F,France,Île-de-France,Thiais
2023-04-23,2023-04-24,80786,117101,64593,Processing,11.130000114440918,4.7525100400762259,Allegra K,Dresses,Women,Allegra K Ladies Pullover Round Neck Sleeveless Mesh upper Mini Dress M,F,France,Provence-Alpes-Côte d'Azur,Valbonne
2023-04-23,2023-04-23,86814,125855,69370,Shipped,128.0,57.215999901294715,Calvin Klein,Dresses,Women,Calvin Klein Women's Career Ponte Dress,F,France,Auvergne-Rhône-Alpes,Sainte-Foy-lès-Lyon
2023-04-25,2023-04-23,86814,125852,69370,Shipped,37.720001220703125,16.559080584683532,Leading Lady,Maternity,Women,Seamless Wire-Free Nursing Bra,F,France,Auvergne-Rhône-Alpes,Sainte-Foy-lès-Lyon
2023-04-25,2023-04-23,86814,125853,69370,Shipped,31.950000762939453,15.591600368981808,Playtex,Intimates,Women,Playtex Women's 18 Hour Gel Comfort Strap Wire Free,F,France,Auvergne-Rhône-Alpes,Sainte-Foy-lès-Lyon
2023-04-26,2023-04-26,45827,66194,36729,Processing,39.5,16.471499977633357,AxParis,Sweaters,Women,AX Paris Polka Dot Dip Hem Jumper,F,France,Occitanie,Toulouse
2023-04-26,2023-04-26,82811,120024,66189,Cancelled,110.0,61.15999998524785,Not Your Daughter's Jeans,Jeans,Women,Not Your Daughter's Jeans Women's Marilyn Straight Leg Jean,F,France,Île-de-France,Ozoir-la-Ferrière
2023-04-26,2023-04-26,86461,125338,69081,Returned,89.5,42.243999922648072,Calvin Klein Jeans,Sweaters,Women,Calvin Klein Jeans Women's Open Round Hem Cardigan,F,France,Hauts-de-France,Hénin-Beaumont
2023-04-27,2023-04-23,86814,125854,69370,Shipped,130.0,64.86999973654747,Helly Hansen,Outerwear & Coats,Women,Helly Hansen Women's New Aden Jacket,F,France,Auvergne-Rhône-Alpes,Sainte-Foy-lès-Lyon
2023-04-27,2023-04-27,92547,134133,73938,Returned,17.989999771118164,9.8045498571645471,Bali,Intimates,Women,Stretch Cotton Light Control Brief 2-Pack 2 White M,F,France,Pays de la Loire,Nantes
2023-04-30,2023-04-30,19210,27728,15541,Processing,18.0,9.0719999782741088,Coobie,Intimates,Women,Coobie Essential Racerback Camisole (1241),F,France,Grand Est,Mulhouse
2023-04-30,2023-04-29,24842,35871,20048,Cancelled,44.0,24.508000001311306,RD Style,Leggings,Women,RD Style Black Riding Style Legging Pants,F,France,Nouvelle-Aquitaine,Le Taillan-Médoc
2023-05-01,2023-04-30,11479,16519,9312,Returned,54.9900016784668,28.4298308161442,Wrangler,Jeans,Women,Wrangler Juniors' Q-Baby Black Magic Stretch Boot Cut Jean,F,France,Île-de-France,Villejuif
2023-05-01,2023-04-29,24842,35873,20048,Cancelled,35.0,16.380000077188015,Tommy Hilfiger,Active,Women,Tommy Hilfiger Women's Zip Front Fleece Jacket,F,France,Nouvelle-Aquitaine,Le Taillan-Médoc
2023-05-01,2023-05-01,70764,102565,56577,Returned,40.0,18.680000007152561,American Apparel,Shorts,Women,American Apparel Houndstooth Tap Short,F,France,Nouvelle-Aquitaine,Aigondigné
2023-05-01,2023-05-01,81688,118429,65306,Shipped,169.0,71.4870000705123,Annee Matthew,Maternity,Women,Bianca Maxi Nursing Maternity Dress - XS-3X,F,France,Grand Est,Rosières-aux-Salines
2023-05-01,2023-05-01,112781,163447,90106,Cancelled,23.0,11.38500000257045,Cinema Etoile,Plus,Women,Cinema Etoile Women's Square Neck Cami,F,France,Centre-Val de Loire,Dreux
2023-05-01,2023-05-01,123413,178814,98663,Processing,19.969999313354489,9.9051196463304763,Samanthas Style Shoppe,Sweaters,Women,Collections Etc - Comfortable 3/4 Sleeve Crewneck Sweater,F,France,Hauts-de-France,Rouvroy
2023-05-02,2023-04-30,11479,16520,9312,Returned,29.989999771118164,11.606129970411658,Zumba Fitness,Active,Women,Zumba Women's Marvelous Cargo Pants,F,France,Île-de-France,Villejuif
2023-05-02,2023-04-29,24842,35872,20048,Cancelled,27.940000534057617,11.036300172441452,KAMALIKULTURE,Skirts,Women,KAMALIKULTURE Women's Pencil Skirt,F,France,Nouvelle-Aquitaine,Le Taillan-Médoc
2023-05-02,2023-05-02,109831,159171,87756,Returned,17.280000686645508,7.8278403388595583,LAT Sportswear,Swim,Women,L.A.T Sportswear Ladies' V-Neck Cover Up,F,France,Hauts-de-France,Laon
2023-05-03,2023-04-30,11479,16518,9312,Returned,158.0,81.685999851673841,Joe's Jeans,Jeans,Women,Joe's Jeans Women's Colored Skinny Jean,F,France,Île-de-France,Villejuif
2023-05-03,2023-04-30,118140,171165,94385,Processing,54.400001525878906,32.803201002585894,Casual Moments,Sleep & Lounge,Women,Casual Moments Women's Shawl Collar Wrap,F,France,Île-de-France,Montgeron
2023-05-04,2023-04-30,118140,171164,94385,Processing,13.3100004196167,5.2574501474026585,FoxRiver,Accessories,Women,Fox River Fingerless Ragg Glove,F,France,Île-de-France,Montgeron
2023-05-04,2023-04-30,118140,171166,94385,Processing,4.9899997711181641,2.0209498993095014,DG Eyewear,Accessories,Women,DG Eyewear Black Hard Case for sunglasses Hardcase Oversized Case,F,France,Île-de-France,Montgeron
2023-05-07,2023-05-07,108752,157608,86950,Complete,188.0,76.70399996638298,Lilla P,Sweaters,Women,Lilla P Women's Long Sleeve Ruffle Cardigan Sweater,F,France,Pays de la Loire,Rezé
